Hawk-Dove Simulation on 03-22 21-56-39
Iterations:;10000
Seed used:;9325390

iteration;agentOneScore;agentTwoScore
6107;50;50
6108;50;50
6109;50;50
6110;47;100
6111;50;50
6112;50;50
6113;50;50
6114;47;100
6115;100;47
6116;47;100
6117;47;100
6118;47;100
6119;100;100
6120;47;100
6121;100;47
6122;100;47
6123;100;47
6124;50;50
6125;50;50
6126;50;50
6127;50;50
6128;50;50
6129;100;47
6130;100;100
6131;50;50
6132;47;100
6133;50;50
6134;50;50
6135;100;47
6136;47;100
6137;47;100
6138;47;100
6139;50;50
6140;50;50
6141;50;50
6142;47;100
6143;50;50
6144;50;50
6145;100;100
6146;100;47
6147;50;50
6148;47;100
6149;50;50
6150;50;50
6151;100;100
6152;50;50
6153;50;50
6154;50;50
6155;100;47
6156;47;100
6157;50;50
6158;50;50
6159;50;50
6160;50;50
6161;100;47
6162;50;50
6163;50;50
6164;50;50
6165;50;50
6166;50;50
6167;100;100
6168;50;50
6169;50;50
6170;50;50
6171;100;47
6172;50;50
6173;50;50
6174;50;50
6175;50;50
6176;50;50
6177;100;100
6178;47;100
6179;50;50
6180;100;47
6181;100;100
6182;47;100
6183;100;100
6184;100;47
6185;50;50
6186;100;47
6187;50;50
6188;47;100
6189;50;50
6190;50;50
6191;47;100
6192;50;50
6193;100;47
6194;50;50
6195;47;100
6196;100;100
6197;50;50
6198;47;100
6199;47;100
6200;47;100
6201;50;50
6202;50;50
6203;50;50
6204;47;100
6205;47;100
6206;100;47
6207;100;100
6208;47;100
6209;100;100
6210;100;100
6211;47;100
6212;100;47
6213;47;100
6214;100;47
6215;47;100
6216;47;100
6217;100;100
6218;100;100
6219;47;100
6220;47;100
6221;50;50
6222;100;47
6223;100;100
6224;50;50
6225;50;50
6226;50;50
6227;100;100
6228;50;50
6229;100;47
6230;50;50
6231;47;100
6232;50;50
6233;50;50
6234;47;100
6235;100;47
6236;50;50
6237;50;50
6238;50;50
6239;100;47
6240;50;50
6241;50;50
6242;100;100
6243;47;100
6244;47;100
6245;50;50
6246;50;50
6247;47;100
6248;100;47
6249;100;47
6250;47;100
6251;50;50
6252;100;47
6253;100;100
6254;47;100
6255;50;50
6256;50;50
6257;50;50
6258;100;100
6259;100;100
6260;100;47
6261;100;47
6262;50;50
6263;100;47
6264;100;100
6265;50;50
6266;50;50
6267;47;100
6268;100;47
6269;47;100
6270;100;100
6271;100;100
6272;100;47
6273;100;100
6274;47;100
6275;50;50
6276;47;100
6277;100;47
6278;100;47
6279;100;47
6280;47;100
6281;50;50
6282;47;100
6283;50;50
6284;50;50
6285;50;50
6286;50;50
6287;47;100
6288;50;50
6289;50;50
6290;47;100
6291;100;100
6292;50;50
6293;50;50
6294;47;100
6295;100;100
6296;50;50
6297;50;50
6298;100;47
6299;50;50
6300;47;100
6301;100;100
6302;47;100
6303;100;47
6304;100;100
6305;100;100
6306;100;100
6307;100;47
6308;100;47
6309;47;100
6310;47;100
6311;50;50
6312;47;100
6313;47;100
6314;47;100
6315;50;50
6316;100;47
6317;100;100
6318;50;50
6319;47;100
6320;50;50
6321;47;100
6322;100;47
6323;100;100
6324;50;50
6325;50;50
6326;100;47
6327;50;50
6328;100;47
6329;50;50
6330;50;50
6331;47;100
6332;47;100
6333;50;50
6334;100;47
6335;50;50
6336;100;100
6337;50;50
6338;47;100
6339;50;50
6340;47;100
6341;50;50
6342;100;47
6343;50;50
6344;50;50
6345;100;47
6346;50;50
6347;50;50
6348;50;50
6349;47;100
6350;100;47
6351;50;50
6352;100;100
6353;100;47
6354;100;47
6355;50;50
6356;47;100
6357;47;100
6358;47;100
6359;50;50
6360;100;100
6361;100;100
6362;47;100
6363;47;100
6364;50;50
6365;100;100
6366;50;50
6367;47;100
6368;50;50
6369;50;50
6370;100;47
6371;50;50
6372;47;100
6373;50;50
6374;100;47
6375;100;100
6376;50;50
6377;50;50
6378;50;50
6379;50;50
6380;47;100
6381;100;100
6382;50;50
6383;47;100
6384;50;50
6385;100;47
6386;50;50
6387;47;100
6388;50;50
6389;47;100
6390;50;50
6391;100;47
6392;50;50
6393;47;100
6394;50;50
6395;50;50
6396;50;50
6397;100;100
6398;47;100
6399;100;100
6400;47;100
6401;50;50
6402;50;50
6403;50;50
6404;50;50
6405;47;100
6406;100;47
6407;100;47
6408;47;100
6409;50;50
6410;100;100
6411;50;50
6412;47;100
6413;47;100
6414;47;100
6415;50;50
6416;100;100
6417;50;50
6418;47;100
6419;50;50
6420;100;47
6421;47;100
6422;50;50
6423;47;100
6424;47;100
6425;100;100
6426;50;50
6427;100;47
6428;47;100
6429;50;50
6430;50;50
6431;50;50
6432;47;100
6433;47;100
6434;50;50
6435;50;50
6436;50;50
6437;100;100
6438;100;47
6439;100;47
6440;47;100
6441;50;50
6442;100;100
6443;100;47
6444;47;100
6445;50;50
6446;47;100
6447;100;47
6448;100;100
6449;50;50
6450;100;100
6451;50;50
6452;100;47
6453;50;50
6454;50;50
6455;100;47
6456;100;47
6457;47;100
6458;100;100
6459;50;50
6460;100;100
6461;100;47
6462;47;100
6463;100;100
6464;50;50
6465;100;100
6466;100;47
6467;47;100
6468;50;50
6469;50;50
6470;50;50
6471;100;47
6472;47;100
6473;50;50
6474;100;100
6475;50;50
6476;100;100
6477;100;47
6478;100;47
6479;47;100
6480;50;50
6481;50;50
6482;47;100
6483;50;50
6484;100;47
6485;47;100
6486;47;100
6487;50;50
6488;47;100
6489;100;47
6490;100;47
6491;100;47
6492;100;100
6493;47;100
6494;50;50
6495;100;100
6496;100;47
6497;50;50
6498;50;50
6499;100;47
6500;100;47
6501;50;50
6502;47;100
6503;50;50
6504;100;47
6505;100;47
6506;50;50
6507;50;50
6508;47;100
6509;50;50
6510;100;47
6511;100;100
6512;47;100
6513;100;47
6514;47;100
6515;47;100
6516;47;100
6517;50;50
6518;100;47
6519;100;47
6520;47;100
6521;100;47
6522;47;100
6523;100;100
6524;47;100
6525;50;50
6526;100;47
6527;50;50
6528;50;50
6529;100;47
6530;100;47
6531;50;50
6532;50;50
6533;50;50
6534;50;50
6535;50;50
6536;50;50
6537;47;100
6538;47;100
6539;100;100
6540;100;47
6541;100;100
6542;50;50
6543;100;100
6544;47;100
6545;50;50
6546;100;47
6547;47;100
6548;47;100
6549;47;100
6550;47;100
6551;50;50
6552;100;47
6553;50;50
6554;100;47
6555;47;100
6556;100;100
6557;47;100
6558;47;100
6559;100;47
6560;50;50
6561;100;100
6562;47;100
6563;47;100
6564;50;50
6565;50;50
6566;47;100
6567;50;50
6568;100;47
6569;47;100
6570;100;47
6571;100;100
6572;47;100
6573;50;50
6574;50;50
6575;47;100
6576;50;50
6577;50;50
6578;50;50
6579;100;100
6580;50;50
6581;47;100
6582;47;100
6583;47;100
6584;50;50
6585;100;100
6586;50;50
6587;50;50
6588;50;50
6589;47;100
6590;50;50
6591;47;100
6592;100;47
6593;50;50
6594;50;50
6595;47;100
6596;100;47
6597;50;50
6598;50;50
6599;47;100
6600;47;100
6601;100;47
6602;100;47
6603;47;100
6604;50;50
6605;100;100
6606;100;47
6607;50;50
6608;50;50
6609;100;100
6610;50;50
6611;50;50
6612;50;50
6613;50;50
6614;100;47
6615;100;47
6616;100;100
6617;50;50
6618;47;100
6619;100;47
6620;50;50
6621;47;100
6622;50;50
6623;100;100
6624;50;50
6625;50;50
6626;50;50
6627;50;50
6628;47;100
6629;100;47
6630;47;100
6631;50;50
6632;50;50
6633;100;47
6634;47;100
6635;100;47
6636;47;100
6637;100;100
6638;100;100
6639;50;50
6640;50;50
6641;100;100
6642;50;50
6643;50;50
6644;50;50
6645;47;100
6646;50;50
6647;50;50
6648;47;100
6649;47;100
6650;47;100
6651;47;100
6652;50;50
6653;100;47
6654;100;47
6655;50;50
6656;50;50
6657;47;100
6658;100;47
6659;50;50
6660;50;50
6661;100;100
6662;47;100
6663;50;50
6664;50;50
6665;50;50
6666;47;100
6667;100;100
6668;50;50
6669;50;50
6670;50;50
6671;100;100
6672;47;100
6673;47;100
6674;50;50
6675;47;100
6676;47;100
6677;50;50
6678;100;47
6679;50;50
6680;50;50
6681;100;47
6682;50;50
6683;100;47
6684;100;47
6685;47;100
6686;50;50
6687;100;100
6688;47;100
6689;47;100
6690;50;50
6691;100;47
6692;100;47
6693;47;100
6694;47;100
6695;47;100
6696;47;100
6697;47;100
6698;50;50
6699;100;47
6700;100;47
6701;100;47
6702;47;100
6703;50;50
6704;100;100
6705;47;100
6706;100;47
6707;47;100
6708;50;50
6709;50;50
6710;100;47
6711;50;50
6712;47;100
6713;47;100
6714;47;100
6715;50;50
6716;50;50
6717;100;47
6718;47;100
6719;100;47
6720;47;100
6721;100;47
6722;50;50
6723;100;100
6724;50;50
6725;50;50
6726;100;47
6727;47;100
6728;100;100
6729;100;100
6730;47;100
6731;50;50
6732;50;50
6733;50;50
6734;50;50
6735;47;100
6736;100;47
6737;47;100
6738;50;50
6739;100;100
6740;100;100
6741;47;100
6742;100;47
6743;50;50
6744;100;47
6745;50;50
6746;100;100
6747;100;47
6748;47;100
6749;100;47
6750;50;50
6751;100;47
6752;100;47
6753;50;50
6754;100;47
6755;47;100
6756;47;100
6757;100;47
6758;50;50
6759;50;50
6760;47;100
6761;50;50
6762;100;100
6763;100;100
6764;50;50
6765;47;100
6766;47;100
6767;50;50
6768;100;100
6769;100;47
6770;50;50
6771;50;50
6772;100;47
6773;47;100
6774;50;50
6775;47;100
6776;47;100
6777;47;100
6778;100;47
6779;50;50
6780;50;50
6781;50;50
6782;47;100
6783;50;50
6784;50;50
6785;47;100
6786;100;100
6787;50;50
6788;50;50
6789;50;50
6790;47;100
6791;100;47
6792;50;50
6793;50;50
6794;50;50
6795;50;50
6796;47;100
6797;100;47
6798;100;100
6799;50;50
6800;50;50
6801;50;50
6802;47;100
6803;50;50
6804;50;50
6805;47;100
6806;50;50
6807;100;47
6808;50;50
6809;100;100
6810;47;100
6811;50;50
6812;100;47
6813;50;50
6814;50;50
6815;50;50
6816;50;50
6817;50;50
6818;50;50
6819;47;100
6820;47;100
6821;100;100
6822;100;100
6823;50;50
6824;100;47
6825;100;100
6826;50;50
6827;50;50
6828;50;50
6829;50;50
6830;50;50
6831;50;50
6832;100;47
6833;47;100
6834;100;100
6835;100;47
6836;50;50
6837;100;100
6838;100;47
6839;50;50
6840;47;100
6841;47;100
6842;47;100
6843;50;50
6844;100;47
6845;50;50
6846;50;50
6847;47;100
6848;47;100
6849;50;50
6850;50;50
6851;47;100
6852;50;50
6853;50;50
6854;100;100
6855;50;50
6856;50;50
6857;47;100
6858;100;47
6859;50;50
6860;47;100
6861;100;100
6862;100;100
6863;100;47
6864;100;100
6865;100;47
6866;47;100
6867;50;50
6868;50;50
6869;50;50
6870;50;50
6871;50;50
6872;100;100
6873;50;50
6874;100;47
6875;100;47
6876;47;100
6877;50;50
6878;100;100
6879;50;50
6880;100;100
6881;47;100
6882;100;47
6883;100;47
6884;100;100
6885;50;50
6886;100;47
6887;50;50
6888;50;50
6889;100;100
6890;100;100
6891;47;100
6892;50;50
6893;50;50
6894;50;50
6895;50;50
6896;50;50
6897;47;100
6898;100;100
6899;47;100
6900;50;50
6901;50;50
6902;100;47
6903;50;50
6904;50;50
6905;50;50
6906;50;50
6907;50;50
6908;50;50
6909;100;100
6910;47;100
6911;47;100
6912;47;100
6913;47;100
6914;50;50
6915;47;100
6916;50;50
6917;100;47
6918;50;50
6919;100;47
6920;47;100
6921;100;100
6922;50;50
6923;47;100
6924;50;50
6925;50;50
6926;100;100
6927;50;50
6928;47;100
6929;100;47
6930;47;100
6931;100;100
6932;50;50
6933;47;100
6934;50;50
6935;100;100
6936;100;47
6937;47;100
6938;100;47
6939;47;100
6940;50;50
6941;47;100
6942;100;47
6943;100;47
6944;50;50
6945;100;100
6946;50;50
6947;47;100
6948;50;50
6949;100;100
6950;47;100
6951;50;50
6952;47;100
6953;47;100
6954;100;47
6955;50;50
6956;47;100
6957;100;47
6958;50;50
6959;100;100
6960;47;100
6961;100;47
6962;50;50
6963;50;50
6964;100;47
6965;47;100
6966;47;100
6967;100;100
6968;100;100
6969;50;50
6970;100;47
6971;47;100
6972;47;100
6973;47;100
6974;100;47
6975;50;50
6976;47;100
6977;50;50
6978;100;47
6979;100;47
6980;50;50
6981;100;47
6982;100;47
6983;100;47
6984;100;47
6985;50;50
6986;47;100
6987;50;50
6988;47;100
6989;100;47
6990;50;50
6991;47;100
6992;100;100
6993;50;50
6994;47;100
6995;100;47
6996;47;100
6997;47;100
6998;50;50
6999;47;100
7000;50;50
7001;50;50
7002;100;100
7003;50;50
7004;100;47
7005;100;47
7006;50;50
7007;100;47
7008;50;50
7009;100;47
7010;100;47
7011;50;50
7012;47;100
7013;50;50
7014;50;50
7015;100;47
7016;100;47
7017;50;50
7018;47;100
7019;100;100
7020;50;50
7021;47;100
7022;100;100
7023;47;100
7024;100;47
7025;50;50
7026;47;100
7027;100;47
7028;47;100
7029;50;50
7030;47;100
7031;50;50
7032;50;50
7033;50;50
7034;100;100
7035;100;100
7036;47;100
7037;50;50
7038;100;47
7039;47;100
7040;47;100
7041;50;50
7042;47;100
7043;47;100
7044;47;100
7045;100;47
7046;100;100
7047;47;100
7048;100;47
7049;50;50
7050;50;50
7051;100;47
7052;50;50
7053;100;47
7054;50;50
7055;100;47
7056;50;50
7057;47;100
7058;47;100
7059;47;100
7060;50;50
7061;47;100
7062;100;47
7063;100;100
7064;47;100
7065;50;50
7066;47;100
7067;47;100
7068;50;50
7069;100;100
7070;100;100
7071;50;50
7072;47;100
7073;100;100
7074;47;100
7075;50;50
7076;100;100
7077;50;50
7078;50;50
7079;50;50
7080;100;47
7081;47;100
7082;50;50
7083;47;100
7084;100;100
7085;47;100
7086;100;100
7087;47;100
7088;50;50
7089;100;47
7090;50;50
7091;50;50
7092;50;50
7093;47;100
7094;100;47
7095;50;50
7096;47;100
7097;47;100
7098;50;50
7099;100;100
7100;47;100
7101;100;47
7102;50;50
7103;50;50
7104;50;50
7105;100;47
7106;47;100
7107;47;100
7108;100;47
7109;47;100
7110;100;100
7111;100;47
7112;100;47
7113;50;50
7114;47;100
7115;50;50
7116;47;100
7117;100;100
7118;50;50
7119;100;47
7120;50;50
7121;50;50
7122;47;100
7123;50;50
7124;50;50
7125;50;50
7126;47;100
7127;100;47
7128;100;47
7129;50;50
7130;47;100
7131;100;47
7132;50;50
7133;50;50
7134;47;100
7135;47;100
7136;47;100
7137;47;100
7138;50;50
7139;50;50
7140;50;50
7141;47;100
7142;100;47
7143;50;50
7144;50;50
7145;100;100
7146;47;100
7147;50;50
7148;50;50
7149;47;100
7150;47;100
7151;50;50
7152;50;50
7153;50;50
7154;50;50
7155;50;50
7156;50;50
7157;100;47
7158;100;100
7159;50;50
7160;47;100
7161;47;100
7162;100;47
7163;50;50
7164;50;50
7165;47;100
7166;50;50
7167;50;50
7168;47;100
7169;50;50
7170;47;100
7171;50;50
7172;100;47
7173;50;50
7174;50;50
7175;50;50
7176;100;47
7177;100;100
7178;47;100
7179;47;100
7180;47;100
7181;47;100
7182;100;100
7183;50;50
7184;100;47
7185;47;100
7186;50;50
7187;100;47
7188;50;50
7189;100;100
7190;100;100
7191;50;50
7192;100;100
7193;50;50
7194;47;100
7195;100;47
7196;47;100
7197;50;50
7198;100;47
7199;50;50
7200;50;50
7201;50;50
7202;100;100
7203;50;50
7204;50;50
7205;50;50
7206;100;100
7207;100;47
7208;50;50
7209;47;100
7210;100;47
7211;100;100
7212;47;100
7213;50;50
7214;50;50
7215;50;50
7216;47;100
7217;50;50
7218;50;50
7219;50;50
7220;50;50
7221;100;100
7222;100;47
7223;47;100
7224;100;100
7225;100;100
7226;50;50
7227;47;100
7228;47;100
7229;47;100
7230;47;100
7231;50;50
7232;100;47
7233;100;100
7234;50;50
7235;100;47
7236;100;47
7237;50;50
7238;47;100
7239;100;47
7240;50;50
7241;50;50
7242;47;100
7243;50;50
7244;47;100
7245;47;100
7246;50;50
7247;47;100
7248;100;100
7249;50;50
7250;50;50
7251;100;47
7252;100;47
7253;100;100
7254;47;100
7255;100;100
7256;100;47
7257;50;50
7258;50;50
7259;100;100
7260;47;100
7261;50;50
7262;100;47
7263;100;100
7264;50;50
7265;50;50
7266;50;50
7267;47;100
7268;47;100
7269;47;100
7270;50;50
7271;47;100
7272;100;100
7273;100;47
7274;50;50
7275;47;100
7276;50;50
7277;47;100
7278;50;50
7279;47;100
7280;100;47
7281;47;100
7282;50;50
7283;50;50
7284;100;100
7285;50;50
7286;50;50
7287;50;50
7288;47;100
7289;50;50
7290;47;100
7291;50;50
7292;100;47
7293;50;50
7294;47;100
7295;50;50
7296;47;100
7297;100;47
7298;50;50
7299;50;50
7300;50;50
7301;47;100
7302;100;47
7303;47;100
7304;100;100
7305;50;50
7306;100;47
7307;50;50
7308;100;47
7309;100;47
7310;50;50
7311;47;100
7312;50;50
7313;100;47
7314;50;50
7315;50;50
7316;50;50
7317;47;100
7318;50;50
7319;47;100
7320;50;50
7321;50;50
7322;100;47
7323;47;100
7324;47;100
7325;47;100
7326;47;100
7327;50;50
7328;50;50
7329;47;100
7330;50;50
7331;50;50
7332;47;100
7333;100;100
7334;47;100
7335;50;50
7336;50;50
7337;47;100
7338;47;100
7339;50;50
7340;100;47
7341;100;47
7342;50;50
7343;47;100
7344;47;100
7345;50;50
7346;50;50
7347;50;50
7348;100;47
7349;100;100
7350;47;100
7351;100;100
7352;50;50
7353;50;50
7354;47;100
7355;50;50
7356;100;47
7357;100;47
7358;50;50
7359;50;50
7360;50;50
7361;50;50
7362;47;100
7363;47;100
7364;100;47
7365;47;100
7366;50;50
7367;100;100
7368;50;50
7369;100;100
7370;100;47
7371;50;50
7372;100;47
7373;47;100
7374;50;50
7375;50;50
7376;100;100
7377;47;100
7378;100;47
7379;50;50
7380;47;100
7381;50;50
7382;47;100
7383;100;47
7384;47;100
7385;100;100
7386;47;100
7387;47;100
7388;100;47
7389;50;50
7390;50;50
7391;47;100
7392;100;100
7393;47;100
7394;47;100
7395;47;100
7396;50;50
7397;47;100
7398;100;47
7399;50;50
7400;50;50
7401;47;100
7402;50;50
7403;100;47
7404;50;50
7405;47;100
7406;50;50
7407;50;50
7408;100;100
7409;47;100
7410;50;50
7411;50;50
7412;50;50
7413;100;47
7414;50;50
7415;47;100
7416;100;47
7417;100;47
7418;50;50
7419;47;100
7420;100;47
7421;50;50
7422;100;100
7423;50;50
7424;50;50
7425;100;47
7426;100;47
7427;47;100
7428;100;47
7429;100;100
7430;47;100
7431;100;47
7432;50;50
7433;100;100
7434;50;50
7435;50;50
7436;50;50
7437;47;100
7438;47;100
7439;50;50
7440;47;100
7441;47;100
7442;50;50
7443;100;47
7444;50;50
7445;50;50
7446;50;50
7447;50;50
7448;50;50
7449;100;47
7450;100;100
7451;100;47
7452;100;47
7453;100;47
7454;50;50
7455;50;50
7456;100;100
7457;50;50
7458;50;50
7459;50;50
7460;100;100
7461;47;100
7462;100;47
7463;47;100
7464;100;47
7465;47;100
7466;100;47
7467;47;100
7468;100;100
7469;100;100
7470;50;50
7471;47;100
7472;50;50
7473;50;50
7474;50;50
7475;50;50
7476;50;50
7477;50;50
7478;47;100
7479;50;50
7480;50;50
7481;50;50
7482;47;100
7483;50;50
7484;50;50
7485;47;100
7486;47;100
7487;50;50
7488;47;100
7489;50;50
7490;100;47
7491;50;50
7492;47;100
7493;50;50
7494;100;47
7495;47;100
7496;50;50
7497;50;50
7498;50;50
7499;47;100
7500;47;100
7501;100;100
7502;100;100
7503;47;100
7504;47;100
7505;50;50
7506;47;100
7507;47;100
7508;50;50
7509;50;50
7510;47;100
7511;100;47
7512;100;47
7513;47;100
7514;50;50
7515;100;47
7516;47;100
7517;50;50
7518;50;50
7519;100;47
7520;47;100
7521;47;100
7522;50;50
7523;50;50
7524;100;47
7525;50;50
7526;50;50
7527;50;50
7528;100;100
7529;50;50
7530;50;50
7531;50;50
7532;50;50
7533;47;100
7534;50;50
7535;50;50
7536;50;50
7537;100;47
7538;50;50
7539;50;50
7540;47;100
7541;47;100
7542;50;50
7543;100;47
7544;50;50
7545;47;100
7546;47;100
7547;50;50
7548;47;100
7549;100;47
7550;100;100
7551;50;50
7552;50;50
7553;50;50
7554;50;50
7555;100;100
7556;50;50
7557;100;100
7558;50;50
7559;100;100
7560;50;50
7561;50;50
7562;47;100
7563;50;50
7564;100;100
7565;100;100
7566;50;50
7567;50;50
7568;47;100
7569;100;47
7570;50;50
7571;100;47
7572;50;50
7573;50;50
7574;100;100
7575;50;50
7576;50;50
7577;47;100
7578;50;50
7579;100;47
7580;100;100
7581;50;50
7582;50;50
7583;50;50
7584;100;100
7585;47;100
7586;47;100
7587;47;100
7588;50;50
7589;50;50
7590;100;47
7591;100;47
7592;47;100
7593;50;50
7594;100;100
7595;100;47
7596;50;50
7597;50;50
7598;47;100
7599;100;47
7600;50;50
7601;50;50
7602;47;100
7603;50;50
7604;50;50
7605;50;50
7606;50;50
7607;50;50
7608;50;50
7609;100;47
7610;50;50
7611;47;100
7612;100;47
7613;50;50
7614;50;50
7615;50;50
7616;47;100
7617;100;47
7618;47;100
7619;50;50
7620;47;100
7621;100;47
7622;47;100
7623;47;100
7624;100;100
7625;47;100
7626;100;47
7627;50;50
7628;50;50
7629;50;50
7630;50;50
7631;50;50
7632;100;47
7633;47;100
7634;50;50
7635;100;47
7636;100;100
7637;47;100
7638;50;50
7639;47;100
7640;47;100
7641;50;50
7642;47;100
7643;100;47
7644;47;100
7645;50;50
7646;50;50
7647;100;47
7648;47;100
7649;50;50
7650;50;50
7651;47;100
7652;47;100
7653;100;47
7654;47;100
7655;47;100
7656;50;50
7657;47;100
7658;47;100
7659;100;100
7660;47;100
7661;47;100
7662;100;100
7663;47;100
7664;100;100
7665;47;100
7666;100;100
7667;50;50
7668;100;100
7669;50;50
7670;47;100
7671;50;50
7672;50;50
7673;47;100
7674;100;47
7675;47;100
7676;100;47
7677;50;50
7678;50;50
7679;100;47
7680;50;50
7681;50;50
7682;50;50
7683;47;100
7684;47;100
7685;100;100
7686;50;50
7687;100;100
7688;47;100
7689;50;50
7690;50;50
7691;100;47
7692;50;50
7693;50;50
7694;100;100
7695;100;100
7696;100;100
7697;100;100
7698;50;50
7699;47;100
7700;50;50
7701;100;47
7702;47;100
7703;50;50
7704;47;100
7705;100;47
7706;50;50
7707;50;50
7708;47;100
7709;100;47
7710;47;100
7711;50;50
7712;100;47
7713;100;47
7714;47;100
7715;50;50
7716;100;100
7717;47;100
7718;47;100
7719;50;50
7720;100;47
7721;47;100
7722;100;47
7723;50;50
7724;100;100
7725;50;50
7726;47;100
7727;50;50
7728;50;50
7729;50;50
7730;50;50
7731;47;100
7732;50;50
7733;47;100
7734;50;50
7735;50;50
7736;100;47
7737;47;100
7738;50;50
7739;47;100
7740;50;50
7741;47;100
7742;47;100
7743;100;100
7744;47;100
7745;50;50
7746;47;100
7747;47;100
7748;47;100
7749;50;50
7750;50;50
7751;100;47
7752;50;50
7753;47;100
7754;100;47
7755;50;50
7756;100;47
7757;100;100
7758;50;50
7759;47;100
7760;47;100
7761;47;100
7762;50;50
7763;100;47
7764;50;50
7765;50;50
7766;100;47
7767;100;47
7768;50;50
7769;100;47
7770;50;50
7771;47;100
7772;47;100
7773;50;50
7774;100;47
7775;50;50
7776;50;50
7777;50;50
7778;47;100
7779;47;100
7780;50;50
7781;100;47
7782;100;100
7783;100;47
7784;47;100
7785;50;50
7786;50;50
7787;50;50
7788;47;100
7789;47;100
7790;100;100
7791;47;100
7792;100;47
7793;50;50
7794;47;100
7795;47;100
7796;50;50
7797;100;100
7798;47;100
7799;100;100
7800;100;100
7801;50;50
7802;50;50
7803;50;50
7804;50;50
7805;47;100
7806;50;50
7807;50;50
7808;50;50
7809;50;50
7810;50;50
7811;100;100
7812;50;50
7813;100;47
7814;47;100
7815;47;100
7816;100;47
7817;100;47
7818;50;50
7819;47;100
7820;47;100
7821;50;50
7822;47;100
7823;47;100
7824;50;50
7825;50;50
7826;50;50
7827;50;50
7828;47;100
7829;100;100
7830;47;100
7831;50;50
7832;100;100
7833;50;50
7834;47;100
7835;100;47
7836;100;100
7837;47;100
7838;50;50
7839;50;50
7840;50;50
7841;50;50
7842;47;100
7843;50;50
7844;47;100
7845;100;100
7846;50;50
7847;50;50
7848;47;100
7849;47;100
7850;100;100
7851;47;100
7852;47;100
7853;50;50
7854;100;100
7855;100;100
7856;50;50
7857;50;50
7858;50;50
7859;100;47
7860;47;100
7861;100;100
7862;50;50
7863;50;50
7864;50;50
7865;50;50
7866;100;47
7867;100;100
7868;100;47
7869;100;47
7870;50;50
7871;50;50
7872;100;47
7873;100;100
7874;100;47
7875;47;100
7876;100;47
7877;47;100
7878;100;47
7879;50;50
7880;100;100
7881;47;100
7882;50;50
7883;100;47
7884;100;100
7885;50;50
7886;50;50
7887;47;100
7888;50;50
7889;50;50
7890;47;100
7891;50;50
7892;50;50
7893;50;50
7894;100;100
7895;100;47
7896;47;100
7897;47;100
7898;47;100
7899;50;50
7900;47;100
7901;100;47
7902;50;50
7903;50;50
7904;100;100
7905;50;50
7906;47;100
7907;100;47
7908;47;100
7909;47;100
7910;100;47
7911;50;50
7912;50;50
7913;47;100
7914;100;100
7915;100;100
7916;47;100
7917;100;47
7918;100;47
7919;50;50
7920;50;50
7921;50;50
7922;50;50
7923;100;100
7924;100;47
7925;50;50
7926;50;50
7927;50;50
7928;47;100
7929;50;50
7930;100;47
7931;50;50
7932;100;100
7933;47;100
7934;100;47
7935;47;100
7936;47;100
7937;47;100
7938;100;47
7939;100;100
7940;47;100
7941;50;50
7942;50;50
7943;47;100
7944;100;100
7945;47;100
7946;50;50
7947;47;100
7948;50;50
7949;50;50
7950;50;50
7951;100;100
7952;47;100
7953;47;100
7954;100;100
7955;50;50
7956;100;47
7957;47;100
7958;50;50
7959;50;50
7960;100;100
7961;100;47
7962;50;50
7963;47;100
7964;47;100
7965;50;50
7966;47;100
7967;47;100
7968;100;47
7969;47;100
7970;50;50
7971;100;100
7972;47;100
7973;100;47
7974;100;47
7975;50;50
7976;100;100
7977;47;100
7978;47;100
7979;47;100
7980;50;50
7981;47;100
7982;100;47
7983;50;50
7984;100;47
7985;47;100
7986;100;100
7987;50;50
7988;100;100
7989;50;50
7990;50;50
7991;47;100
7992;47;100
7993;50;50
7994;50;50
7995;47;100
7996;50;50
7997;47;100
7998;100;47
7999;50;50
8000;100;100
8001;50;50
8002;47;100
8003;50;50
8004;50;50
8005;50;50
8006;47;100
8007;50;50
8008;50;50
8009;100;100
8010;100;100
8011;47;100
8012;100;47
8013;50;50
8014;50;50
8015;47;100
8016;100;47
8017;47;100
8018;100;47
8019;50;50
8020;50;50
8021;100;47
8022;50;50
8023;50;50
8024;50;50
8025;50;50
8026;50;50
8027;47;100
8028;47;100
8029;100;47
8030;47;100
8031;47;100
8032;50;50
8033;100;47
8034;50;50
8035;47;100
8036;100;47
8037;50;50
8038;50;50
8039;47;100
8040;100;47
8041;50;50
8042;100;47
8043;50;50
8044;50;50
8045;50;50
8046;100;47
8047;100;47
8048;100;100
8049;50;50
8050;47;100
8051;50;50
8052;50;50
8053;47;100
8054;47;100
8055;100;47
8056;50;50
8057;50;50
8058;50;50
8059;50;50
8060;50;50
8061;50;50
8062;50;50
8063;100;47
8064;100;100
8065;50;50
8066;50;50
8067;47;100
8068;47;100
8069;100;100
8070;100;47
8071;100;47
8072;50;50
8073;47;100
8074;50;50
8075;50;50
8076;100;47
8077;47;100
8078;100;47
8079;47;100
8080;47;100
8081;100;100
8082;47;100
8083;50;50
8084;50;50
8085;47;100
8086;50;50
8087;50;50
8088;50;50
8089;100;47
8090;100;47
8091;50;50
8092;100;100
8093;50;50
8094;100;47
8095;50;50
8096;100;100
8097;47;100
