Hawk-Dove Simulation on 03-22 21-51-55,,
Iterations:,100,
Seed used:,9041562,
,,
iteration,agentOneScore,agentTwoScore
0,50,50
1,100,100
2,50,50
3,47,100
4,100,100
5,100,47
6,100,47
7,100,47
8,47,100
9,100,100
10,100,47
11,100,47
12,50,50
13,100,47
14,50,50
15,50,50
16,100,47
17,47,100
18,47,100
19,100,47
20,47,100
21,50,50
22,47,100
23,50,50
24,50,50
25,50,50
26,50,50
27,100,47
28,100,47
29,50,50
30,50,50
31,50,50
32,50,50
33,50,50
34,50,50
35,47,100
36,100,47
37,100,47
38,50,50
39,47,100
40,50,50
41,50,50
42,50,50
43,47,100
44,47,100
45,47,100
46,47,100
47,100,100
48,50,50
49,100,100
50,47,100
51,50,50
52,47,100
53,47,100
54,47,100
55,50,50
56,50,50
57,47,100
58,100,47
59,100,47
60,47,100
61,50,50
62,50,50
63,47,100
64,47,100
65,100,100
66,50,50
67,100,47
68,50,50
69,47,100
70,100,100
71,47,100
72,100,47
73,100,100
74,100,100
75,50,50
76,47,100
77,50,50
78,100,47
79,100,100
80,50,50
81,50,50
82,50,50
83,47,100
84,47,100
85,100,47
86,100,47
87,50,50
88,100,47
89,50,50
90,50,50
91,50,50
92,100,47
93,47,100
94,100,47
95,47,100
96,50,50
97,50,50
98,50,50
99,100,47
